country_m49,country_alpha3,country_name,series_code,goal,applicability,expected_cadence_years,latest_year,observed_years,recent_completeness,staleness,regularity,has_aggregate_slice,disaggregation,nature_counts,global_scarcity,measurement_priority_v1,score_components
548,VUT,Vanuatu,SE_DEV_ONTRK,4,universal,3,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SE_SGE_BIODIV,4,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_CPA_MIGRS,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_CPA_SDEVP,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_GEN_EQPWNN,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_PLN_MSTKSDG_R,17,universal,1,2018,2016;2018,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_PLN_RECNDI,17,universal,1,2016,2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 1}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_SCP_POLINS,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_SCP_PROCN,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SG_XPD_PR,1,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_AAP_ASMORT,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_BLD_ECOLI,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_FPL_MTMM,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_HLF_EMED,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_LGR_ACSRHE,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_MED_DEN,3,universal,1,2019,2016;2018;2019,0.0,1.0,0.75,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 7}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_OOP_XPD_EARNNET40,3,universal,1,2019,2019,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 14}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_STA_FGMS,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_STA_WASHARI,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SH_SUD_ALCOL,3,universal,1,2016,2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""unavailable"": 3}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SI_AGR_SSFP,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SI_HEI_TOTL,10,universal,3,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SL_EMP_FTLINJUR,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SL_EMP_RCOST_MO,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SP_DISP_RESOL,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SP_DYN_ADKL,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SP_LGL_LNDAGSEC,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SP_LGL_LNDSTR,1,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,SP_PSR_OSATIS_HLTH,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,ST_EEV_STDACCT,12,universal,1,2020,2015;2016;2017;2018;2019;2020,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 6}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,ST_EMP_TRSMN,8,universal,1,2020,2019;2020,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,ST_GDP_ZS,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,TM_TAX_WMFN,17,universal,1,2015,2015,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 6}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_ARM_SZTRACE,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_IHR_PSRC,16,universal,1,2020,2019;2020,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 6}",1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_PRR_ROBB,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_SNS_WALN_DRK,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_VAW_NONMARR,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_VAW_SXVLN,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_VOH_SXPH,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
548,VUT,Vanuatu,VC_VOV_ROBB,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.19,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.109375, ""staleness"": 1.0}"
706,SOM,Somalia,SG_REG_CENSUSN,17,universal,5,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.4456,82.14,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.4456, ""population_percentile"": 0.661458, ""staleness"": 1.0}"
324,GIN,Guinea,SE_ADT_LITR,4,universal,3,2018,2016;2018,0.0,0.7778,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 13, ""estimated"": 3}",0.8756,82.13,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.8756, ""population_percentile"": 0.619792, ""staleness"": 0.7778}"
728,SSD,South Sudan,SL_EMP_GTOTL,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.5181,82.13,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.5181, ""population_percentile"": 0.588542, ""staleness"": 1.0}"
478,MRT,Mauritania,SG_DSR_SILS,1,universal,2,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.7409,82.11,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.7409, ""population_percentile"": 0.364583, ""staleness"": 1.0}"
800,UGA,Uganda,SD_XPD_ESED,1,universal,1,2022,2015;2016;2017;2018;2019;2020;2021;2022,0.4,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4, ""estimated"": 4}",0.7617,82.11,"{""completeness_deficit"": 0.6, ""global_scarcity"": 0.7617, ""population_percentile"": 0.84375, ""staleness"": 1.0}"
48,BHR,Bahrain,SD_MDP_MUHC,1,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.8756,82.1,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.8756, ""population_percentile"": 0.229167, ""staleness"": 1.0}"
624,GNB,Guinea-Bissau,SL_DOM_TSPD,5,universal,5,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.8497,82.1,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.8497, ""population_percentile"": 0.255208, ""staleness"": 1.0}"
516,NAM,Namibia,EN_LND_INDQTHSNG,11,universal,5,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.7927,82.1,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.7927, ""population_percentile"": 0.3125, ""staleness"": 1.0}"
116,KHM,Cambodia,VC_DSR_AFFCT,1,universal,1,2022,2015;2016;2017;2018;2019;2020;2021;2022,0.4,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 24}",0.9741,82.09,"{""completeness_deficit"": 0.6, ""global_scarcity"": 0.9741, ""population_percentile"": 0.630208, ""staleness"": 1.0}"
462,MDV,Maldives,SL_ISV_IFEM,8,universal,1,2019,2016;2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 18}",0.9637,82.09,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.9637, ""population_percentile"": 0.140625, ""staleness"": 1.0}"
462,MDV,Maldives,SL_TLF_UEM,8,universal,1,2019,2016;2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 18}",0.9637,82.09,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.9637, ""population_percentile"": 0.140625, ""staleness"": 1.0}"
499,MNE,Montenegro,SE_TRA_GRDL,4,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},0.9534,82.09,"{""completeness_deficit"": 1.0, ""global_scarcity"": 0.9534, ""population_percentile"": 0.151042, ""staleness"": 1.0}"
52,BRB,Barbados,AG_PRD_XSUBDY,2,universal,1,2016,2015;2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,BN_CAB_XOKA_GD_ZS,17,universal,1,2017,2015;2016;2017,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 3}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,BX_TRF_PWKR,17,universal,1,2017,2015;2016;2017,0.0,1.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 3}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,DC_FTA_TOTAL,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,DC_TOF_URBINFRA,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,DT_TDS_DECT,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_ACS_URB_OPENSP,11,universal,1,2020,2020,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_ATM_CO2,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_ATM_GHGT_WLU,13,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_H2O_WBAMBQ,6,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_LND_CNSPOP,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_SCP_FRMN,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,EN_WWT_WWDS,6,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,ER_UNCLOS_IMPLE,14,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,ER_WLD_TRPOACH,15,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,FB_BNK_ACCSS,8,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GB_POP_SCIERD,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GB_XPD_CULNAT_PB,11,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GB_XPD_RSDV,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GC_GOB_TAXD,17,universal,1,2016,2015;2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GF_COM_PPPI,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,GR_G14_GDP,17,universal,1,2016,2015;2016,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 2}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,IU_COR_BRIB,16,universal,1,2019,2019,0.0,1.0,,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,IU_DMK_INCL,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,NV_IND_SSIS_NC,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,NV_IND_TECH,9,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,PD_AGR_SSFP,2,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SE_DEV_ONTRK,4,universal,3,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SE_SGE_BIODIV,4,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SE_TOT_CPLR,4,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_CPA_MIGRS,10,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_CPA_SDEVP,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_GEN_EQPWNN,5,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_INF_ACCSS,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_PLN_MSTKSDG_R,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_PLN_RECNDI,17,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_REG_BRTH,16,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_SCP_POLINS,12,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_SCP_PROCN,12,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SG_XPD_PR,1,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SH_AAP_ASMORT,3,universal,1,2019,2019,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 1}",1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
52,BRB,Barbados,SH_BLD_ECOLI,3,universal,1,,,0.0,1.0,,False,"{""age"": false, ""location"": false, ""sex"": false}",{},1.0,82.08,"{""completeness_deficit"": 1.0, ""global_scarcity"": 1.0, ""population_percentile"": 0.104167, ""staleness"": 1.0}"
